 278.787879 3490.000000 0 5.0 0.0 0.0 1.0e10
 557.575758 3490.000000 0 5.0 0.0 0.0 1.0e10
 836.363636 3490.000000 0 5.0 0.0 0.0 1.0e10
1115.151515 3490.000000 0 5.0 0.0 0.0 1.0e10
1393.939394 3490.000000 0 5.0 0.0 0.0 1.0e10
1672.727273 3490.000000 0 5.0 0.0 0.0 1.0e10
1951.515152 3490.000000 0 5.0 0.0 0.0 1.0e10
2230.303030 3490.000000 0 5.0 0.0 0.0 1.0e10
2509.090909 3490.000000 0 5.0 0.0 0.0 1.0e10
2787.878788 3490.000000 0 5.0 0.0 0.0 1.0e10
3066.666667 3490.000000 0 5.0 0.0 0.0 1.0e10
3345.454545 3490.000000 0 5.0 0.0 0.0 1.0e10
3624.242424 3490.000000 0 5.0 0.0 0.0 1.0e10
3903.030303 3490.000000 0 5.0 0.0 0.0 1.0e10
4181.818182 3490.000000 0 5.0 0.0 0.0 1.0e10
4460.606061 3490.000000 0 5.0 0.0 0.0 1.0e10
4739.393939 3490.000000 0 5.0 0.0 0.0 1.0e10
5018.181818 3490.000000 0 5.0 0.0 0.0 1.0e10
5296.969697 3490.000000 0 5.0 0.0 0.0 1.0e10
5575.757576 3490.000000 0 5.0 0.0 0.0 1.0e10
5854.545455 3490.000000 0 5.0 0.0 0.0 1.0e10
6133.333333 3490.000000 0 5.0 0.0 0.0 1.0e10
6412.121212 3490.000000 0 5.0 0.0 0.0 1.0e10
6690.909091 3490.000000 0 5.0 0.0 0.0 1.0e10
6969.696970 3490.000000 0 5.0 0.0 0.0 1.0e10
7248.484848 3490.000000 0 5.0 0.0 0.0 1.0e10
7527.272727 3490.000000 0 5.0 0.0 0.0 1.0e10
7806.060606 3490.000000 0 5.0 0.0 0.0 1.0e10
8084.848485 3490.000000 0 5.0 0.0 0.0 1.0e10
8363.636364 3490.000000 0 5.0 0.0 0.0 1.0e10
8642.424242 3490.000000 0 5.0 0.0 0.0 1.0e10
8921.212121 3490.000000 0 5.0 0.0 0.0 1.0e10
