  50.0000000 3490.0000000
  68.2364729 3490.0000000
  86.4729459 3490.0000000
 104.7094188 3490.0000000
 122.9458918 3490.0000000
 141.1823647 3490.0000000
 159.4188377 3490.0000000
 177.6553106 3490.0000000
 195.8917836 3490.0000000
 214.1282565 3490.0000000
 232.3647295 3490.0000000
 250.6012024 3490.0000000
 268.8376754 3490.0000000
 287.0741483 3490.0000000
 305.3106212 3490.0000000
 323.5470942 3490.0000000
 341.7835671 3490.0000000
 360.0200401 3490.0000000
 378.2565130 3490.0000000
 396.4929860 3490.0000000
 414.7294589 3490.0000000
 432.9659319 3490.0000000
 451.2024048 3490.0000000
 469.4388778 3490.0000000
 487.6753507 3490.0000000
 505.9118236 3490.0000000
 524.1482966 3490.0000000
 542.3847695 3490.0000000
 560.6212425 3490.0000000
 578.8577154 3490.0000000
 597.0941884 3490.0000000
 615.3306613 3490.0000000
 633.5671343 3490.0000000
 651.8036072 3490.0000000
 670.0400802 3490.0000000
 688.2765531 3490.0000000
 706.5130261 3490.0000000
 724.7494990 3490.0000000
 742.9859719 3490.0000000
 761.2224449 3490.0000000
 779.4589178 3490.0000000
 797.6953908 3490.0000000
 815.9318637 3490.0000000
 834.1683367 3490.0000000
 852.4048096 3490.0000000
 870.6412826 3490.0000000
 888.8777555 3490.0000000
 907.1142285 3490.0000000
 925.3507014 3490.0000000
 943.5871743 3490.0000000
 961.8236473 3490.0000000
 980.0601202 3490.0000000
 998.2965932 3490.0000000
1016.5330661 3490.0000000
1034.7695391 3490.0000000
1053.0060120 3490.0000000
1071.2424850 3490.0000000
1089.4789579 3490.0000000
1107.7154309 3490.0000000
1125.9519038 3490.0000000
1144.1883768 3490.0000000
1162.4248497 3490.0000000
1180.6613226 3490.0000000
1198.8977956 3490.0000000
1217.1342685 3490.0000000
1235.3707415 3490.0000000
1253.6072144 3490.0000000
1271.8436874 3490.0000000
1290.0801603 3490.0000000
1308.3166333 3490.0000000
1326.5531062 3490.0000000
1344.7895792 3490.0000000
1363.0260521 3490.0000000
1381.2625251 3490.0000000
1399.4989980 3490.0000000
1417.7354709 3490.0000000
1435.9719439 3490.0000000
1454.2084168 3490.0000000
1472.4448898 3490.0000000
1490.6813627 3490.0000000
1508.9178357 3490.0000000
1527.1543086 3490.0000000
1545.3907816 3490.0000000
1563.6272545 3490.0000000
1581.8637275 3490.0000000
1600.1002004 3490.0000000
1618.3366733 3490.0000000
1636.5731463 3490.0000000
1654.8096192 3490.0000000
1673.0460922 3490.0000000
1691.2825651 3490.0000000
1709.5190381 3490.0000000
1727.7555110 3490.0000000
1745.9919840 3490.0000000
1764.2284569 3490.0000000
1782.4649299 3490.0000000
1800.7014028 3490.0000000
1818.9378758 3490.0000000
1837.1743487 3490.0000000
1855.4108216 3490.0000000
1873.6472946 3490.0000000
1891.8837675 3490.0000000
1910.1202405 3490.0000000
1928.3567134 3490.0000000
1946.5931864 3490.0000000
1964.8296593 3490.0000000
1983.0661323 3490.0000000
2001.3026052 3490.0000000
2019.5390782 3490.0000000
2037.7755511 3490.0000000
2056.0120240 3490.0000000
2074.2484970 3490.0000000
2092.4849699 3490.0000000
2110.7214429 3490.0000000
2128.9579158 3490.0000000
2147.1943888 3490.0000000
2165.4308617 3490.0000000
2183.6673347 3490.0000000
2201.9038076 3490.0000000
2220.1402806 3490.0000000
2238.3767535 3490.0000000
2256.6132265 3490.0000000
2274.8496994 3490.0000000
2293.0861723 3490.0000000
2311.3226453 3490.0000000
2329.5591182 3490.0000000
2347.7955912 3490.0000000
2366.0320641 3490.0000000
2384.2685371 3490.0000000
2402.5050100 3490.0000000
2420.7414830 3490.0000000
2438.9779559 3490.0000000
2457.2144289 3490.0000000
2475.4509018 3490.0000000
2493.6873747 3490.0000000
2511.9238477 3490.0000000
2530.1603206 3490.0000000
2548.3967936 3490.0000000
2566.6332665 3490.0000000
2584.8697395 3490.0000000
2603.1062124 3490.0000000
2621.3426854 3490.0000000
2639.5791583 3490.0000000
2657.8156313 3490.0000000
2676.0521042 3490.0000000
2694.2885772 3490.0000000
2712.5250501 3490.0000000
2730.7615230 3490.0000000
2748.9979960 3490.0000000
2767.2344689 3490.0000000
2785.4709419 3490.0000000
2803.7074148 3490.0000000
2821.9438878 3490.0000000
2840.1803607 3490.0000000
2858.4168337 3490.0000000
2876.6533066 3490.0000000
2894.8897796 3490.0000000
2913.1262525 3490.0000000
2931.3627255 3490.0000000
2949.5991984 3490.0000000
2967.8356713 3490.0000000
2986.0721443 3490.0000000
3004.3086172 3490.0000000
3022.5450902 3490.0000000
3040.7815631 3490.0000000
3059.0180361 3490.0000000
3077.2545090 3490.0000000
3095.4909820 3490.0000000
3113.7274549 3490.0000000
3131.9639279 3490.0000000
3150.2004008 3490.0000000
3168.4368737 3490.0000000
3186.6733467 3490.0000000
3204.9098196 3490.0000000
3223.1462926 3490.0000000
3241.3827655 3490.0000000
3259.6192385 3490.0000000
3277.8557114 3490.0000000
3296.0921844 3490.0000000
3314.3286573 3490.0000000
3332.5651303 3490.0000000
3350.8016032 3490.0000000
3369.0380762 3490.0000000
3387.2745491 3490.0000000
3405.5110220 3490.0000000
3423.7474950 3490.0000000
3441.9839679 3490.0000000
3460.2204409 3490.0000000
3478.4569138 3490.0000000
3496.6933868 3490.0000000
3514.9298597 3490.0000000
3533.1663327 3490.0000000
3551.4028056 3490.0000000
3569.6392786 3490.0000000
3587.8757515 3490.0000000
3606.1122244 3490.0000000
3624.3486974 3490.0000000
3642.5851703 3490.0000000
3660.8216433 3490.0000000
3679.0581162 3490.0000000
3697.2945892 3490.0000000
3715.5310621 3490.0000000
3733.7675351 3490.0000000
3752.0040080 3490.0000000
3770.2404810 3490.0000000
3788.4769539 3490.0000000
3806.7134269 3490.0000000
3824.9498998 3490.0000000
3843.1863727 3490.0000000
3861.4228457 3490.0000000
3879.6593186 3490.0000000
3897.8957916 3490.0000000
3916.1322645 3490.0000000
3934.3687375 3490.0000000
3952.6052104 3490.0000000
3970.8416834 3490.0000000
3989.0781563 3490.0000000
4007.3146293 3490.0000000
